student_id,test_id,correct_answers,total_questions,wrong_answers,date,subject,test_type,test_difficulty,duration_minutes,chapter_coverage,term,max_marks,marks_obtained,percentage,pass_fail,grade
RN0893,T016,19,21,2,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0893,T017,16,21,5,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0893,T018,8,21,13,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0893,T019,17,21,4,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T020,11,21,10,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0893,T021,13,21,8,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0893,T022,14,21,7,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0893,T023,20,21,1,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,47.61904761904761,95.23809523809523,Pass,A1
RN0893,T024,13,21,8,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0893,T025,12,21,9,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0893,T026,16,21,5,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0893,T027,15,21,6,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0893,T028,15,21,6,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0893,T029,17,21,4,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T030,13,21,8,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0893,T032,14,21,7,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0893,T033,17,21,4,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T034,16,21,5,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0893,T035,13,21,8,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0893,T036,17,21,4,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T037,18,21,3,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0893,T038,14,21,7,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0893,T039,18,21,3,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0893,T041,18,21,3,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0893,T042,17,21,4,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T043,17,21,4,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T045,17,21,4,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T046,14,21,7,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0893,T047,17,21,4,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T048,17,21,4,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0893,T049,15,21,6,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0893,T050,16,21,5,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T001,19,21,2,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T002,19,21,2,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T003,17,21,4,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T004,14,21,7,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0894,T005,14,21,7,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0894,T006,20,21,1,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T007,16,21,5,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,60.95238095238095,76.19047619047619,Pass,B1
RN0894,T008,18,21,3,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,68.57142857142857,85.71428571428571,Pass,A2
RN0894,T009,14,21,7,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0894,T010,17,21,4,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T011,18,21,3,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T012,18,21,3,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T013,13,21,8,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0894,T014,18,21,3,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T015,13,21,8,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0894,T016,20,21,1,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T017,18,21,3,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T018,12,21,9,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0894,T019,16,21,5,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T020,16,21,5,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T021,17,21,4,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T022,19,21,2,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T023,16,21,5,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T024,16,21,5,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T025,18,21,3,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T026,14,21,7,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0894,T027,19,21,2,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T028,18,21,3,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T029,20,21,1,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T030,18,21,3,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T031,18,21,3,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T032,15,21,6,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0894,T033,17,21,4,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T034,18,21,3,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0894,T035,16,21,5,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T036,16,21,5,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0894,T037,20,21,1,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T038,19,21,2,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T039,17,21,4,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T040,17,21,4,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T041,19,21,2,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T042,20,21,1,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T044,16,21,5,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,60.95238095238095,76.19047619047619,Pass,B1
RN0894,T045,21,21,0,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,50.0,100.0,Pass,A1
RN0894,T046,20,21,1,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0894,T047,17,21,4,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0894,T049,19,21,2,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0894,T050,19,21,2,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0895,T001,9,21,12,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0895,T002,8,21,13,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0895,T003,14,21,7,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0895,T004,10,21,11,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0895,T005,10,21,11,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T006,12,21,9,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T007,10,21,11,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0895,T008,12,21,9,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,45.71428571428571,57.14285714285714,Pass,C1
RN0895,T009,11,21,10,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,41.904761904761905,52.38095238095239,Pass,C1
RN0895,T010,9,21,12,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0895,T011,13,21,8,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0895,T012,12,21,9,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T013,10,21,11,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T014,10,21,11,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T015,15,21,6,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0895,T016,14,21,7,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0895,T017,10,21,11,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T018,13,21,8,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0895,T019,7,21,14,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0895,T020,8,21,13,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0895,T021,7,21,14,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0895,T022,14,21,7,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0895,T023,12,21,9,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T024,12,21,9,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T026,15,21,6,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0895,T027,9,21,12,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0895,T028,10,21,11,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T029,12,21,9,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T030,11,21,10,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T031,10,21,11,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T032,10,21,11,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T033,15,21,6,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0895,T034,12,21,9,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T035,11,21,10,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T036,11,21,10,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T037,15,21,6,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0895,T038,11,21,10,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T039,9,21,12,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0895,T040,14,21,7,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0895,T041,12,21,9,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T042,11,21,10,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T043,12,21,9,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T044,10,21,11,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,38.095238095238095,47.61904761904761,Pass,C2
RN0895,T045,13,21,8,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0895,T046,12,21,9,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T047,11,21,10,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0895,T048,12,21,9,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0895,T049,10,21,11,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0895,T050,13,21,8,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0896,T001,17,21,4,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0896,T002,14,21,7,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0896,T003,14,21,7,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0896,T004,16,21,5,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,60.95238095238095,76.19047619047619,Pass,B1
RN0896,T005,16,21,5,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T006,13,21,8,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0896,T007,11,21,10,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,41.904761904761905,52.38095238095239,Pass,C1
RN0896,T008,14,21,7,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0896,T009,11,21,10,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,41.904761904761905,52.38095238095239,Pass,C1
RN0896,T010,14,21,7,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0896,T011,8,21,13,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0896,T012,12,21,9,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0896,T013,20,21,1,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,47.61904761904761,95.23809523809523,Pass,A1
RN0896,T014,19,21,2,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0896,T015,13,21,8,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0896,T016,17,21,4,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0896,T017,19,21,2,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0896,T018,12,21,9,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0896,T019,10,21,11,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0896,T020,16,21,5,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T021,16,21,5,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T022,16,21,5,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T023,15,21,6,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T024,14,21,7,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0896,T025,10,21,11,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0896,T026,12,21,9,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0896,T027,15,21,6,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T028,15,21,6,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T029,19,21,2,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0896,T030,15,21,6,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T031,16,21,5,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T032,11,21,10,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0896,T033,16,21,5,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T035,16,21,5,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0896,T036,15,21,6,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T037,17,21,4,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0896,T038,13,21,8,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0896,T039,15,21,6,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T040,15,21,6,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0896,T041,18,21,3,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0896,T042,11,21,10,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0896,T043,19,21,2,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0896,T044,17,21,4,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,64.76190476190476,80.95238095238095,Pass,A2
RN0896,T045,18,21,3,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0896,T046,11,21,10,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0896,T047,9,21,12,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0896,T048,19,21,2,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0896,T049,18,21,3,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0896,T050,10,21,11,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0897,T002,12,21,9,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0897,T003,16,21,5,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0897,T004,10,21,11,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0897,T005,10,21,11,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0897,T006,10,21,11,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0897,T007,11,21,10,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,41.904761904761905,52.38095238095239,Pass,C1
RN0897,T008,18,21,3,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,68.57142857142857,85.71428571428571,Pass,A2
